Sample ID_16S	16S_Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	pielou_e_16S	observed_otus_16S	shannon_16S	Sample ID_ITS	pielou_e_ITS	observed_otus_ITS	shannon_ITS	Ratio_observed_otus
SRR7133596	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN089	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.872265423	129	6.115651106	SRR7133596	0.581812493	44	3.176365518	2.931818182
SRR7133597	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN088	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.459208384	24	2.105453221	SRR7133597	0.438863259	23	1.985225142	1.043478261
SRR7133598	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN088	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.793778443	98	5.250614078	SRR7133598	0.046697694	15	0.182442782	6.533333333
SRR7133599	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN042	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.780999719	35	4.005968595	SRR7133599	0.352299011	12	1.262978743	2.916666667
SRR7133600	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN041	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.868015489	80	5.487531509	SRR7133600	0.275000141	15	1.074395466	5.333333333
SRR7133601	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN040	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.80604706	37	4.199064567	SRR7133601	0.524610899	18	2.187588104	2.055555556
SRR7133602	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN038	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.805295333	59	4.737264993	SRR7133602	0.258949464	13	0.958226883	4.538461538
SRR7133603	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN102	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.73502502	67	4.458727331	SRR7133603	0.163703177	13	0.605773737	5.153846154
SRR7133604	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN102	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.628372514	80	3.972525849	SRR7133604	0.243195552	17	0.994052783	4.705882353
SRR7133605	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN035	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.77441203	22	3.453437493	SRR7133605	0.416048547	16	1.664194188	1.375
SRR7133606	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN034	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.675648827	59	3.974600876	SRR7133606	0.396715659	9	1.257558885	6.555555556
SRR7133607	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN100	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.762418202	77	4.777912128	SRR7133607	0.258126618	17	1.055082961	4.529411765
SRR7133608	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN101	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.848662521	93	5.549539004	SRR7133608	0.091509428	17	0.374041387	5.470588235
SRR7133609	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN101	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.851361387	101	5.668544164	SRR7133609	0.567092486	54	3.263553462	1.87037037
SRR7133610	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN101	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.631569123	32	3.157845616	SRR7133610	0.183063752	11	0.63329653	2.909090909
SRR7133611	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN098	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.822983735	78	5.172783797	SRR7133611	0.654845716	44	3.575085405	1.772727273
SRR7133612	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN098	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.797875488	79	5.029632141	SRR7133612	0.535861329	42	2.889534379	1.880952381
SRR7133613	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN100	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.854361747	93	5.586807147	SRR7133613	0.299779076	20	1.29562361	4.65
SRR7133614	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN100	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.835957292	103	5.589628871	SRR7133614	0.494988914	41	2.651928848	2.512195122
SRR7133615	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN052	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.823272142	74	5.112069974	SRR7133615	0.295981904	24	1.357065932	3.083333333
SRR7133616	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN052	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.856322657	66	5.17595163	SRR7133616	0.521066727	40	2.773079654	1.65
SRR7133617	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN086	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.743600571	72	4.587959755	SRR7133617	0.580762885	42	3.131657821	1.714285714
SRR7133618	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN086	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.806501435	89	5.222688305	SRR7133618	0.34523529	20	1.492082098	4.45
SRR7133619	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN057	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.777767759	70	4.767158718	SRR7133619	0.526233974	35	2.699202988	2
SRR7133620	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN081	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.805071954	78	5.060201043	SRR7133620	0.445852055	47	2.476524852	1.659574468
SRR7133621	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN081	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.685018421	53	3.923731025	SRR7133621	0.583915849	38	3.06434805	1.394736842
SRR7133622	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN085	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.874062763	46	4.827939826	SRR7133622	0.218458024	21	0.959536986	2.19047619
SRR7133623	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN081	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.772028935	64	4.632173613	SRR7133623	0.280827446	31	1.391274299	2.064516129
SRR7133624	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN085	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.836622883	82	5.318873485	SRR7133624	0.414689964	51	2.352297863	1.607843137
SRR7133625	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN085	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.794107548	55	4.591021386	SRR7133625	0.436917556	40	2.325243818	1.375
SRR7133626	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN086	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.640608665	80	4.04988192	SRR7133626	0.125054081	6	0.32326011	13.33333333
SRR7133627	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN085	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.716674914	67	4.347413947	SRR7133627	0.319608024	22	1.425270128	3.045454545
SRR7133628	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN052	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.476185498	61	2.824131111	SRR7133628	0.38400788	20	1.659654446	3.05
SRR7133629	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN052	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.614343954	71	3.778059959	SRR7133629	0.4210739	30	2.066163561	2.366666667
SRR7133630	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN098	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.789879866	68	4.808364332	SRR7133630	0.601776289	45	3.304866976	1.511111111
SRR7133631	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN095	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.740834365	80	4.683501585	SRR7133631	0.390552107	39	2.064224971	2.051282051
SRR7133632	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN055	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.680244183	75	4.237117682	SRR7133632	0.544711754	40	2.898916786	1.875
SRR7133633	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN055	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.50291747	69	3.072083662	SRR7133633	0.616033074	55	3.561508797	1.254545455
SRR7133634	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN055	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.644680196	69	3.938044742	SRR7133634	0.171149687	32	0.855748437	2.15625
SRR7133635	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN055	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.681301463	75	4.243703285	SRR7133635	0.141193854	28	0.678768969	2.678571429
SRR7133636	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN092	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.588939774	68	3.585148991	SRR7133636	0.439042906	34	2.23361447	2
SRR7133637	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN091	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.860061115	121	5.950645227	SRR7133637	0.236645314	19	1.005252139	6.368421053
SRR7133638	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN091	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.797568857	92	5.202989852	SRR7133638	0.551065784	28	2.649168808	3.285714286
SRR7133639	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN091	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.865345481	92	5.64513486	SRR7133639	0.694989771	58	4.071236871	1.586206897
SRR7133640	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN095	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.715252588	73	4.427288037	SRR7133640	0.135633206	18	0.565580299	4.055555556
SRR7133641	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN095	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.660544646	67	4.006922738	SRR7133641	0.306865846	31	1.520273641	2.161290323
SRR7133642	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN092	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.848754294	93	5.55013912	SRR7133642	0.520636548	36	2.691651906	2.583333333
SRR7133643	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN092	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.702586734	72	4.334907459	SRR7133643	0.358491753	27	1.704587954	2.666666667
SRR7133644	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN003	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.798270669	37	4.158553824	SRR7133644	0.497277665	19	2.112399477	1.947368421
SRR7133645	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN003	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.691240007	59	4.066318222	SRR7133645	0.253502771	16	1.014011086	3.6875
SRR7133650	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN001	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.817040605	47	4.538324637	SRR7133650	0.219025731	14	0.833908696	3.357142857
SRR7133651	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN001	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.694639402	78	4.366088038	SRR7133651	0.316830924	13	1.172413735	6
SRR7133652	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN002	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.800133299	61	4.74538043	SRR7133652	0.3192135	18	1.331096353	3.388888889
SRR7133653	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN002	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.796509145	87	5.131863415	SRR7133653	0.312604477	27	1.486399119	3.222222222
SRR7133654	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN108	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.775100844	68	4.718397584	SRR7133654	0.392112595	27	1.864451279	2.518518519
SRR7133655	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN108	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.815956481	63	4.877200295	SRR7133655	0.241413465	9	0.76526258	7
SRR7133656	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN107	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.606484199	57	3.537555625	SRR7133656	0.538415109	47	2.990674561	1.212765957
SRR7133657	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN107	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.691863333	49	3.884611864	SRR7133657	0.437247292	38	2.294642093	1.289473684
SRR7133658	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN106	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.604296516	63	3.612049435	SRR7133658	0.186428189	20	0.80572923	3.15
SRR7133659	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN107	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.810376653	57	4.726837889	SRR7133659	0.522922647	44	2.854860432	1.295454545
SRR7133660	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN106	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.749462138	54	4.313070289	SRR7133660	0.053304415	15	0.208254518	3.6
SRR7133661	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN106	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.696805311	74	4.326780084	SRR7133661	0.074339957	11	0.257173997	6.727272727
SRR7133662	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN108	2017	USA	Manual	F graminearum	Field	Total	Grinding			0.826802306	72	5.101308218	SRR7133662	0.059833846	8	0.179501538	9
SRR7133663	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN006	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.522190558	60	3.084522495	SRR7133663	0.335279646	15	1.309900894	4
SRR7133664	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN005	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.871970973	70	5.344556873	SRR7133664	0.420162533	22	1.873686083	3.181818182
SRR7133665	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN007	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.758425831	68	4.616889063	SRR7133665	0.282151416	13	1.044084305	5.230769231
SRR7133666	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN006	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.829212482	36	4.28696634	SRR7133666	0.623220153	25	2.894144765	1.44
SRR7133667	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN004	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.879845696	100	5.84556827	SRR7133667	0.441215615	32	2.206078073	3.125
SRR7133668	1130	Bakker_M_2020	Bakker et al 2020	PRJNA453204	USDA-ARS Peoria-IL	16S rRNA-V5-V6	Triticum aestivum	Poaceae	Wheat	Rollag	Seed		Illumina MiSeq	PAIRED	Wheat--Bakker_M_2020	UMN004	2016	USA	Manual	F graminearum	Field	Total	Grinding			0.798593379	92	5.209673384	SRR7133668	0.35490781	12	1.27233119	7.666666667
