SampleID	Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	bray1	bray2	pielou_e	faith_pd	jaccard1	jaccard2	observed_otus	shannon	unweighted1	unweighted2	weighted1	weighted2
C46	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Control	Field	Total	Soaking			-0.043355577	-0.07799318	0.534622532	2.219456165	-0.034199702	0.101536211	22	2.384112622	-0.066053675	0.01904269	0.028984672	0.021622408
C47	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Control	Field	Total	Soaking			-0.263311611	0.013363105	0.237818784	2.252926283	0.141789265	0.144689796	27	1.130801563	-0.078238944	-0.064621532	-0.018188997	0.038422321
C48	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Control	Field	Total	Soaking			-0.116107463	-0.114836492	0.470129213	2.568614011	0.069457244	0.064699702	22	2.096509077	0.08120069	0.018349181	-0.010235274	0.026152442
C49	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Control	Field	Total	Soaking			0.199428363	0.025140316	0.651948524	3.306394221	0.142650826	-0.00114992	37	3.396295435	0.153703601	-0.075282709	0.114235201	-0.029749981
CI11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.163221667	-0.001984198	0.378327596	2.61740384	0.097475923	-0.100994053	30	1.856412125	0.02739433	-0.109719371	-0.015068519	0.026166565
CI12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		0.11319629	-0.04648087	0.560459931	3.399725368	0.127846247	0.116655793	31	2.776628524	0.109463586	-0.046973447	0.026832933	-0.00900383
CI13	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		0.017345618	-0.04213577	0.53682546	3.545189488	0.310581206	-0.026842917	39	2.837338479	0.25315661	0.042616019	0.00537587	0.001840293
CI21	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.098413112	-0.073345062	0.480826075	4.221728673	0.137206578	-0.095294085	37	2.504841016	0.266495654	0.037015182	0.003886007	0.024123079
CI22	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.095226367	-0.054084503	0.45676097	7.16912853	0.24626158	0.013549748	48	2.55099289	0.300918742	0.193649219	0.037025679	0.029868341
CI23	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.107358163	-0.089188468	0.472680854	5.557408465	0.28452011	0.11087228	54	2.720225141	0.26454599	0.083137593	0.08680678	0.036368629
CI31	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.110693001	-0.036534297	0.494745031	4.416917863	0.343946894	-0.044791831	50	2.792269807	0.330428798	0.02389395	0.023588943	0.027341193
CI32	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.067792076	-0.04152931	0.49616082	4.453184591	0.183793571	-0.052946001	38	2.603816017	0.23321966	0.03932756	0.018965597	0.015369359
CI33	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		0.176161925	-0.071381473	0.556282704	2.80541975	0.220582061	-0.10677817	37	2.897928806	0.0405677	-0.127377004	0.042592643	-0.028920596
CI41	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.116368724	-0.033771856	0.44628752	3.218257432	0.30564217	-0.048285491	44	2.436476197	0.166751271	-0.029002863	0.039215757	0.031904861
CI42	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		0.240803548	-0.012870785	0.582093169	3.823964139	0.276421531	0.010351881	43	3.158591646	0.192265469	-0.06727948	0.054145466	-0.038303083
CI43	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Control	Field	Total	Soaking	1000		-0.175330489	0.029732229	0.386596393	3.710843123	0.179406348	0.080207386	36	1.998674355	0.280434348	0.047051717	0.000967964	0.031631159
CN01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Total	Soaking	1000		-0.140635329	0.08376986	0.479582234	1.944980441	-0.156121258	0.088870011	19	2.037230566	-0.118047003	-0.063112086	-0.02700923	0.015554517
CN02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Total	Soaking	1000		0.024392037	0.039614833	0.631214594	2.654620773	-0.033972101	0.04059141	26	2.96698615	0.002118613	-0.091533742	-0.02135939	-0.011663209
CN03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Total	Soaking	1000		0.133439277	0.171725869	0.698818146	1.627857343	-0.13179865	-0.06805477	21	3.069431117	-0.213041954	0.002029813	-0.030500881	-0.037128198
CS01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		0.253246766	0.08038647	0.795012494	1.641739797	-0.203534695	0.105251068	17	3.249584028	-0.212404733	-0.023849701	-0.020393884	-0.040407439
CS02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		0.159173074	0.042311481	0.587934301	2.294920588	-0.083246429	0.008943808	21	2.582394075	-0.030178479	-0.127324048	-0.021620562	-0.034547294
CS03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		-0.051312571	0.024858427	0.572498939	2.406200301	-0.01155057	0.035127274	25	2.658602743	0.004836678	-0.135307665	-0.013424015	0.003801683
IN01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Total	Soaking	1000		0.209418883	0.141646553	0.515590038	3.954280948	-0.012086553	0.146324213	25	2.39432599	0.257382678	0.287514298	-0.033400412	-0.045243638
IN02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Total	Soaking	1000		0.139583378	0.00547851	0.659231478	4.54875718	0.046854814	0.070586209	32	3.296157388	0.299484849	0.266031435	0.007590659	-0.021166464
IN03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Total	Soaking	1000		0.379983455	0.358852518	0.448518604	4.237171022	0.020225487	-0.02004375	21	1.970036077	0.346379896	0.249029924	-0.041964183	-0.067993086
IS01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		0.48173738	0.425847494	0.526242922	1.663912478	-0.21191622	0.039441566	16	2.104971688	-0.180079757	0.22900653	-0.061231531	-0.080680169
IS02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		0.341141766	0.243727854	0.577192867	3.698945632	0.032662153	0.118877658	26	2.713060277	0.225357735	0.211775036	-0.030373464	-0.064679688
IS03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2012	NA	Mechanical	Control	Field	Surface-disinfected	Soaking	1000		-0.009933506	0.078589408	0.54760308	3.379086437	0.011902898	0.134811481	22	2.441998487	0.219179275	0.055796733	-0.008906991	-0.022578259
X01	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.198858523	0.020862839	0.517004602	2.55335988	-0.029202926	0.019743109	27	2.458298721	-0.048830864	-0.079109989	0.011723947	0.040549884
X02	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.000513789	0.086561775	0.533278185	1.862898263	-0.18422675	-0.017352245	20	2.304789972	-0.176193827	-0.032460119	-0.032361503	-0.02327059
X03	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.020456376	0.038952389	0.580757518	2.123216708	-0.057015871	0.070518264	25	2.696954392	-0.087130742	-0.133158181	-0.022548706	-0.012640784
X04	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.05111608	0.069244949	0.614088596	1.721993007	-0.171117193	0.000895818	19	2.608603843	-0.176348393	0.215155911	-0.014181527	0.001972852
X05	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.076126903	0.054606505	0.677612613	1.119237451	-0.316892467	0.054303159	12	2.429215807	-0.333623911	0.265009101	-0.030440471	-0.016092202
X06	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.091981252	0.0405958	0.577544569	2.051762348	-0.040411359	0.044729675	18	2.408317539	-0.077442677	-0.126631429	-0.023423574	-0.003922816
X07	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.239857701	0.087429673	0.442157447	1.148557047	-0.212737442	-0.211847693	15	1.727460773	-0.34624682	0.243459476	-0.0355193	0.019855533
X08	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.021352416	0.006845706	0.688189993	1.73640299	-0.207996269	0.025087952	17	2.812951025	-0.18430304	-0.028334391	-0.000702894	0.001262313
X09	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.196902756	0.151015436	0.704166861	1.898648206	-0.168438514	0.096903659	16	2.816667445	-0.129880644	-0.070748563	-0.012938199	-0.030274991
X10	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.095575191	0.096130571	0.525101475	1.141720411	-0.242950829	0.057947969	12	1.882469098	-0.34784519	0.247161016	-0.031369234	0.01005927
X11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.051762854	-0.009293026	0.662980426	1.79446012	-0.110543163	0.117434556	18	2.764578654	-0.162560099	-0.067084804	-0.005314144	-0.005505116
X12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.031983268	-0.084534196	0.5799741	2.069659779	-0.019970294	-0.089795611	23	2.623548773	-0.094858647	-0.128439659	-0.01918495	0.012982097
X12-S86	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.02633167	-0.020657077	0.6177069	2.105085494	-0.054342188	0.11183644	24	2.832162974	-0.096130217	-0.064934527	-0.010682348	-0.009164113
X13	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.20954613	-0.0612806	0.35816894	2.203662621	0.099005706	0.126433132	27	1.703053018	-0.046503052	-0.123188344	0.027065943	0.047029926
X13-S3	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.135010387	0.061143224	0.613519863	2.147244588	-0.19416574	0.060887908	18	2.558331814	-0.09081759	-0.049396147	-0.023793107	-0.027797791
X14	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.069720339	-0.044572416	0.599173641	2.431459071	0.11598878	0.15899422	29	2.910774159	0.014539397	-0.128477932	0.128950291	0.010142485
X14-S15	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.03901446	-0.058794955	0.630656754	2.506561955	0.002344353	0.144163968	20	2.725653145	-0.002722589	-0.074019225	0.019728354	0.000693989
X15	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.069561615	-0.093510316	0.530814345	2.693986663	0.188986894	0.097546802	36	2.744270352	0.114009691	0.038365828	0.040660649	0.029547716
X15-S27	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			0.159703491	-0.097141851	0.741902114	2.114171385	-0.174323408	0.063922531	21	3.258669582	-0.111429248	-0.078845986	0.110346817	-0.026581759
X16	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.158567127	-0.239975434	0.682471217	3.753996442	0.265940728	0.020594827	41	3.656375039	0.278039998	0.002009135	0.083441552	0.008663885
X16-S39	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.17360975	-0.001646813	0.469365278	2.182051885	-0.090608137	0.078526428	20	2.028562981	-0.047617048	-0.117718548	-0.021613628	0.020265936
X17	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.247297438	0.011079751	0.292656669	1.527768142	-0.093656114	0.062864938	11	1.012425735	-0.190235467	-0.036821476	-0.04317658	0.039116415
X17-S51	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.156830545	0.055518709	0.546280758	1.644302822	-0.23919912	0.069773163	14	2.079884733	-0.21541143	-0.021034645	-0.022931208	0.018990209
X18	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.086377737	-0.164310516	0.597508449	3.166342479	0.153486385	-0.152114543	33	3.014068109	0.104435977	-0.088347555	0.002237435	0.010014504
X18-S63	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2013	France	Manual	Xcc8004	Field	Total	Soaking			-0.02673003	0.152483354	0.557882332	1.955113737	-0.193586867	-0.013561804	18	2.326327483	-0.116862981	-0.079321056	-0.028136494	-0.005027155
X19	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.057480111	0.060783806	0.444499551	2.261670824	-0.062613443	-0.095212087	16	1.777998203	-0.078476423	-0.077048805	-0.03045887	0.002540265
X22	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.135512589	-0.134468332	0.584146251	3.860144536	0.285677608	0.025448192	40	3.108784345	0.240395714	-0.002223328	0.055250812	-0.00398717
X23	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.182413431	-0.211915653	0.664364459	2.989976844	0.275531383	-0.131443445	47	3.690271419	0.086337924	-0.101016144	0.133873288	-0.009846483
X24	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.005352269	-0.086853875	0.548071451	2.680157792	0.101575944	-0.137555823	27	2.606018093	0.057602428	-0.12602238	0.034271239	0.027916832
X25	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.102497191	-0.157347832	0.593399235	2.974101644	0.279017802	-0.133691807	39	3.136353631	0.121824487	-0.112764807	0.023368749	0.014717056
X26	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.067782	0.001808299	0.573307968	3.32727462	0.250679668	0.108407882	35	2.940658821	0.122155416	-0.024796319	0.016054379	-0.009791293
X27	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.074071001	0.006857829	0.537626534	3.575791884	0.058843927	0.100040072	29	2.611779484	0.133401401	-0.062775844	-0.005552568	-0.010579093
X28	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			0.253857556	-0.226645377	0.637478496	2.612601876	-0.022503245	-0.225829364	24	2.922814999	-0.023769008	-0.050386839	-0.011331843	-0.004110631
X29	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Manual	Xcc8004	Field	Total	Soaking			-0.125383671	-0.007587592	0.436434568	2.65053818	0.141135856	0.08955928	31	2.162182525	0.015630292	-0.110824337	-0.019954596	0.024655541
XI11	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.214159432	-0.050158563	0.322394752	5.698926098	0.268986709	-0.011821907	45	1.770544618	0.252239333	0.121134041	-0.014345847	0.038107097
XI12	1296	Rezki_S_2016	Rezki et al 2016	PRJEB9588	IRHS	16S rRNA-V4	Raphanus sativus	Brassicaceae	Radish	Flamboyant5	Seed		Illumina MiSeq	PAIRED	Radish--Rezki_S_2016		2014	France	Mechanical	Xcc8004	Field	Total	Soaking	1000		-0.003085959	-0.05558559	0.50495791	9.183896127	0.258578929	0.066531021	74	3.135512591	0.256277175	0.162537457	-0.013693463	0.018391971
